query,score,name,type,id,image,description,url,article
lettuce,144.7819061279297,Dulse,Thing,kg:/m/060kz2,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS79z_PbpRh4DqnlfdANcsrspO6c4y625uIzKflrZ9yAg6PzPS-,Food,https://en.wikipedia.org/wiki/Palmaria_palmata,"Palmaria palmata, also called dulse, dillisk or dilsk, red dulse, sea lettuce flakes, or creathnach, is a red alga previously referred to as Rhodymenia palmata. It grows on the northern coasts of the Atlantic and Pacific Oceans. It is a well-known snack food. "
lettuce,137.3770751953125,American Goldfinch,Thing,kg:/m/0b46c,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcCatihSjM3fYO7MVKUOqGIwqnxvFfQU5DcUbf26qNQhBhGeJp,Birds,https://en.wikipedia.org/wiki/American_goldfinch,"The American goldfinch is a small North American bird in the finch family. It is migratory, ranging from mid-Alberta to North Carolina during the breeding season, and from just south of the Canada–United States border to Mexico during the winter.
"
lettuce,130.3832244873047,Creeping Thistle,Thing,kg:/m/06ppnx,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQdu419tHQ9E3aFgX6wWJ-BRoIDAYfSMloqLxEB6jl_Sh6Gmj8v,Plants,https://en.wikipedia.org/wiki/Cirsium_arvense,"Cirsium arvense is a perennial species of flowering plant in the family Asteraceae, native throughout Europe and northern Asia, and widely introduced elsewhere. The standard English name in its native area is creeping thistle. It is also commonly known as Canada thistle and field thistle.
The plant is beneficial for pollinators that rely on nectar. "
lettuce,129.5109252929688,Miner's lettuce,Thing,kg:/m/03v5b7,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT_ra12daAPIb6GKXlJNDs6dy_48PCWoQD3D01atBTrYXeYZcgh,,https://en.wikipedia.org/wiki/Claytonia_perfoliata,"Claytonia perfoliata, also known as miner's lettuce, Indian lettuce, spring beauty, or winter purslane, is a flowering plant in the Montiaceae family. "
lettuce,121.4296264648438,Pisonia grandis,Thing,kg:/m/0dqw_g,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSSZvvS4zIPxDU1xK_0JVUl1jGucOakOfNVTfomtKmS2HQX2sAk,Plants,https://en.wikipedia.org/wiki/Pisonia_grandis,"Pisonia grandis, the grand devil's-claws, is a species of flowering tree in the Bougainvillea family, Nyctaginaceae."
limes,2382.42236328125,Limestone,Thing,kg:/m/04hgv,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQfxTemITQ87rznVecM60WwaYSpaxTfOwOBMqIPeB5O2RTeBRWX,Form of rock,https://en.wikipedia.org/wiki/Limestone,"Limestone is a carbonate sedimentary rock that is often composed of the skeletal fragments of marine organisms such as coral, foraminifera, and molluscs. "
limes,1483.93896484375,Limes,Thing Periodical,kg:/m/0b6m6ml,,Magazine,https://en.wikipedia.org/wiki/Limes_(magazine),Limes is a monthly Italian geopolitical magazine published in Italy.
limes,1165.713256835938,Limes,Thing Place,kg:/m/0179br,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR0HsFJHZS6LmFEydNqU78TuJufM5o87WCFdog7adcheuQmJHlU,,https://en.wikipedia.org/wiki/Limes,"Limes is used here to mean frontier of the Roman Empire.
Originally the Latin noun līmes had a number of different meanings: a path or balk delimiting fields, a boundary line or marker, any road or path, any channel, such as a stream channel, or any distinction or difference. "
limes,807.77294921875,Limescale,Thing,kg:/m/04jy1d,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSSEh-EIE4e9PXgXk9VfJ88epQknC_AbONXMB1_i_TcMPL8Aylw,,https://en.wikipedia.org/wiki/Limescale,"Limescale is a hard chalky deposit, consisting mainly of calcium carbonate, that often builds up inside kettles, hot water boilers, and pipework, especially that for hot water. "
limes,734.6868896484375,Lime,Thing,kg:/m/01mt0b,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRuvksM5yP7Bne3-3tVC5c4l-C5081xIWQqORdLtVnGMyHSixUs,Fruit,https://en.wikipedia.org/wiki/Lime_(fruit),"A lime is a citrus fruit, which is typically round, green in color, 3–6 centimetres in diameter, and contains acidic juice vesicles.
"
limes,310.0680541992188,Kaffir lime,Thing,kg:/m/01bz53,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTqx7zAV0X0UpHNBsLwn7AJL899GP7Nj-pvrthHZ9fVnkNB8wPj,Plants,https://en.wikipedia.org/wiki/Kaffir_lime,"Citrus hystrix, called the kaffir lime, makrut lime, Thai lime or Mauritius papeda, is a citrus fruit native to tropical Southeast Asia and southern China.
"
limes,278.7554626464844,Key lime,Thing,kg:/m/052b2y,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRh0ic2HTRWq4BcTx3JBCuCW1Q4YWLUBGYPdhlNlJpYzzXoqKKd,Plants,https://en.wikipedia.org/wiki/Key_lime,"The Key lime is a citrus hybrid with a spherical fruit, 2.5–5 cm in diameter. The Key lime is usually picked while it is still green but it becomes yellow when ripe.
"
limes,243.8553771972656,Finger Lime,Thing,kg:/m/0f3ftg,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRsCXlooGFu3sLM_jT1V493nJNz8VrG3ACOciX9r8NJfXrd2aFb,Plants,https://en.wikipedia.org/wiki/Citrus_australasica,"Citrus australasica, the Australian finger lime or caviar lime, is a thorny understorey shrub or small tree of lowland subtropical rainforest and rainforest in the coastal border region of Queensland and New South Wales, Australia.
"
limes,208.3826293945312,Limit,Thing,kg:/m/04wy7,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSdsymcuRdmJErGmcSqISOSt-BTHnXHXLAamZv0nBfcTyDYj_A7,,https://en.wikipedia.org/wiki/Limit_(mathematics),"In mathematics, a limit is the value that a function ""approaches"" as the input ""approaches"" some value. Limits are essential to calculus and are used to define continuity, derivatives, and integrals.
"
limes,176.0233459472656,Bitter melon,Thing,kg:/g/11vjpd_gr,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTQCYvUtQbiRWtQft8DSXS5LzE3kUqmTLogFJMkxK5r4RhnnbLd,Plants,https://en.wikipedia.org/wiki/Momordica_charantia,"Momordica charantia is a tropical and subtropical vine of the family Cucurbitaceae, widely grown in Asia, Africa, and the Caribbean for its edible fruit. Its many varieties differ substantially in the shape and bitterness of the fruit.
Bitter melon originated in India and was introduced into China in the 14th century. It is widely used in the cuisines of East Asia, South Asia, and Southeast Asia."
limes,105.3120193481445,Limestone County,Thing Place AdministrativeArea,kg:/m/0kwf5,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRG2DwltnywO8o3oqSTrhB6lYla4uEOJ5-E5HfXcUEuiUXHNeA3,County in Alabama,"https://en.wikipedia.org/wiki/Limestone_County,_Alabama","Limestone County is a county of the U.S. state of Alabama. As of the 2010 census, the county's population was 82,782. Its county seat is Athens. Its name comes from Limestone Creek, a local stream.
Limestone County is included in the Huntsville, AL Metropolitan Statistical Area."
limes,77.42475891113281,File,Thing,kg:/m/02p01q,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR8DDHJSPgc3_di6gomSd0m6RZxwjWr0_32ejbp-4mqra4dcT2I,,https://en.wikipedia.org/wiki/File_(tool),"A file is a tool used to remove fine amounts of material from a workpiece. It is common in woodworking, metalworking, and other similar trade and hobby tasks. "
limes,62.07624053955078,Limestone pavement,Thing,kg:/m/01y9qb,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSnJNLgjo1RTIX5ayGo3GAljOgNqVbicx0W6_8CZ52hDFSuGFDH,,https://en.wikipedia.org/wiki/Limestone_pavement,"A limestone pavement is a natural karst landform consisting of a flat, incised surface of exposed limestone that resembles an artificial pavement. "
limes,57.60791778564453,Lymecycline,Thing,kg:/m/0bjynb,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT4GhFOLKJUNmpFMPjTZHt_-tNCB9fUcz6hbXkHsUa_iADKDRWZ,Pharmaceutical,https://en.wikipedia.org/wiki/Lymecycline,"Lymecycline is a tetracycline broad-spectrum antibiotic marketed by the pharmaceutical company Galderma. It is approximately 5,000 times more soluble than tetracycline base and is unique amongst tetracyclines in that it is absorbed by an active transport process across the intestinal wall, making use of the same fast and efficient mechanism by which carbohydrates are absorbed.
"
limes,44.83082962036133,Limes Germanicus,TouristAttraction Place LandmarksOrHistoricalBuildings Thing,kg:/m/06jg48,,,https://en.wikipedia.org/wiki/Limes_Germanicus,"The Limes Germanicus is the name given in modern times to a line of frontier fortifications that bounded the ancient Roman provinces of Germania Inferior, Germania Superior and Raetia, dividing the Roman Empire and the unsubdued Germanic tribes from the years 83 to about 260 AD. "
limes,38.09771728515625,Desert Lime,Thing,kg:/m/0g52fl,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMUi65Pa35isIyYfTX22Wyplb3GPzZvP7oKIS7bLiFCgU1eMFG,,https://en.wikipedia.org/wiki/Citrus_glauca,"Citrus glauca, commonly known as the desert lime, is a thorny shrub or small tree native to Queensland, New South Wales, and South Australia."
limes,32.71249008178711,Upper Germanic-Rhaetian Limes,TouristAttraction Place LandmarksOrHistoricalBuildings Thing,kg:/g/11bc5w9vdm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWRl47eheEZsuoal8q_RIZnSgnKZPFiIw33Dobne6HC4lJZDS7,"Museum in Rheinbrohl, Germany",https://en.wikipedia.org/wiki/Upper_Germanic-Rhaetian_Limes,"The Upper Germanic-Rhaetian Limes, or ORL, is a 550-kilometre-long section of the former external frontier of the Roman Empire between the rivers Rhine and Danube. It runs from Rheinbrohl to Eining on the Danube. "
limes,32.69444274902344,Blood lime,Thing,kg:/m/03mm_d,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTngPGIf4yL50f6Ae8sQymSNBHlBeTJ3lKn2XjTympdJwa0b8Bo,,https://en.wikipedia.org/wiki/Blood_lime,"Blood limes are a hybrid citrus fruit developed by the CSIRO project to investigate salt-resistant crops.
While the limes proved unsuitable for high-salt conditions, they have seen some commercial development; the first commercial crop appeared in markets in Australia in July 2004, and are under consideration for export.
"
limes,24.28469276428223,Danubian Limes,Thing Place,kg:/g/1211j95r,,,https://en.wikipedia.org/wiki/Danubian_Limes,"The Danubian Limes, or Danube Limes, refers to the Roman military frontier or Limes which lies along the River Danube in the present-day German state of Bavaria, in Austria, Slovakia, Hungary, Serbia, Bulgaria and Romania.
"
limes,23.33564949035645,Nationalpark Kalkalpen,TouristAttraction Place LandmarksOrHistoricalBuildings Thing,kg:/m/0wzxvhz,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT7GEUUy0H6P7dz78E1C_Yf9l8PISBLKbb0yoHZFRE81KEMeBCe,National park in Austria,https://en.wikipedia.org/wiki/Nationalpark_Kalkalpen,"Kalkalpen National Park is a national park within the Northern Limestone Alps mountain range, located in the state of Upper Austria, Austria. The park was established in 1997."
lychee,6238.04150390625,Lychee,Thing,kg:/m/0kpjk,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS_r6q-m_LS--KYcZ-vt5dzXzT0mWHsobaPArtv-H1SJZ2DG4Tt,Fruit,https://en.wikipedia.org/wiki/Lychee,"Lychee is the sole member of the genus Litchi in the soapberry family, Sapindaceae.
It is a tropical tree native to the Guangdong and Fujian provinces of southeastern China, where cultivation is documented from the 11th century. "
lychee,351.3968200683594,Sugar-apple,Thing,kg:/m/02qcyn,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTuo-DrbIrL_NsHVfCekiPam_qykL9mSX0REabnlwH8f_LiaT0Z,,https://en.wikipedia.org/wiki/Sugar-apple,"The sugar-apple, or sweetsop, is the fruit of Annona squamosa, the most widely grown species of Annona and a native of the tropical Americas and West Indies. "
lychee,238.3057861328125,Lychee and Dog Meat Festival,TouristAttraction Thing,kg:/g/11bbt4ggbn,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT739yIqlH1IAigS7-h7BCnxCWdWEHPNPZXNi6wboTf-ZJxh_lO,,https://en.wikipedia.org/wiki/Lychee_and_Dog_Meat_Festival,"The Lychee and Dog Meat Festival, is an annual celebration held in Yulin, Guangxi, China, by the Chinese during the summer solstice in which festival goers eat dog meat and lychees. "
lychee,134.1282653808594,Lychee Light Club,Thing,kg:/m/0lqfpf6,,Manga series,https://en.wikipedia.org/wiki/Lychee_Light_Club,"Lychee Light Club, also commonly known as Litchi Hikari Club, is a Japanese horror manga series written and illustrated by Usamaru Furuya and based on a play of the same name. "
lychee,106.8347091674805,Almond Panna Cotta Lychee Dessert,Thing,kg:/g/12h2t0ch1,,Food,,
lychee,98.68162536621094,Pometia pinnata,Thing,kg:/m/0n5tvl1,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSDUNDryvdteCnHBAJmsk-6ClB3-AH-uvpzOPjbpt53M3ZSiU02,Plants,https://en.wikipedia.org/wiki/Pometia_pinnata,"Pometia pinnata is a large tropical hardwood and fruit tree species, with common names including matoa, taun tree, island lychee, tava, of the plant family Sapindaceae.
"
lychee,54.17593383789062,Soho Lychee Liqueur,Thing,kg:/g/122vlf1h,,,,
lychee,53.61015701293945,Lychee wine,Thing,kg:/m/03cyrnf,,Food,https://en.wikipedia.org/wiki/Lychee_wine,"Lychee wine is a full-bodied Chinese dessert wine made of 100% lychee fruit. This wine has a golden colour and rich, sweet taste. It is usually served ice cold, either straight up or on the rocks with food. Lychee wine is believed to pair better with shellfish and Asian cuisine than with heavier meat dishes. This refreshing beverage can also be used as a cocktail mixer paired with other spirits."
lychee,35.74957656860352,Brewster lychee,Thing,kg:/g/122qs5mx,,,,
lychee,33.92427825927734,Lychee pork,Thing,kg:/g/155p_3d3,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQx5vRPaNgd3dWic1jZgtnnBMhh1pbVneeMS1qQmSrr5GJUa80Y,,https://en.wikipedia.org/wiki/Lychee_pork,Lychee pork or lizhi rou is one of the most well known dishes in Fujianese cuisine. Small pieces of deep fried pork and sliced water chestnut are served in a sweet and sour sauce. 
lychee,17.66292190551758,China 3 lychee,Thing,kg:/g/11c1xnt9mr,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQoTKY7NTkByy6ZPrZ9ifj101GS4WaJpM2UFzfo0JL1y36mkLHO,Plants,https://en.wikipedia.org/wiki/China_3_lychee,"China 3 is a variety of lychee fruit, belonging to the family Sapindaceae and sub-family Nepheleae. This variety is one of the best grown in Bangladesh. The trees are only about 5 to 6 m tall with relatively smaller leaves. "
lychee,13.98775577545166,Dr. Lychee,Thing,kg:/m/010wyfc7,,Fictional character,,
lychee,9.994394302368164,Tale of the Lychee Mirror,Thing,kg:/m/010fb62f,,,https://en.wikipedia.org/wiki/Tale_of_the_Lychee_Mirror,The Tale of the Lychee Mirror is a play written by an unknown author in the Ming dynasty. Tân Saⁿ and Gō͘-niû is a popular Taiwanese opera based on the script.
mangoes,146.7462005615234,Mongoose,Thing,kg:/m/01f0zq,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQC5i2vDSUQrnKjqwQky9neexBkOjHYVxkvALKpGtmU_SjcS5hZ,Animal,https://en.wikipedia.org/wiki/Mongoose,"Mongoose is the common English name for 29 of the 34 species in the family Herpestidae, which comprises 14 genera. They are small carnivorans native to southern Eurasia and mainland Africa. "
mangoes,33.79905700683594,Mangoes,Thing TVSeries,kg:/m/0kg1pw2,,Canadian-Pakistani television series,https://en.wikipedia.org/wiki/Mangoes_(TV_series),Mangoes is a Pakistani Canadian television series directed by Khurram Suhrwardy and produced by Adeel Suhrwardy and Khurram Suhrwardy under the production banner of Suhrwardy Brothers. 
mangoes,30.70680999755859,The KutiMangoes,Thing MusicGroup,kg:/m/012d2q2x,,Musical group,,
mangoes,30.59512519836426,Benishan,Thing,kg:/m/04cvzwd,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRCKpqENlVfcUkLbh-uylkH6qVGS6_pL2smM_-tFUdOGlH93bEM,,https://en.wikipedia.org/wiki/Benishan_(mango),Benishan is a mango variety produced in Banaganapalle of Kurnool district in the Indian state of Andhra Pradesh. It alone occupies 70% percent of total mango cultivable area of the state and was first introduced by the Nawabs of Banaganapalli. 
mangoes,7.0,Mangoes,Thing,kg:/g/1s05qnxj7,,,,
mangoes,7.0,Mangoes,Thing,kg:/g/1s05v95y8,,,,
mangoes,7.0,Mangoes,Thing MusicRecording,kg:/m/012779b,,,,
mangoes,7.0,Mangoes,Thing MusicRecording,kg:/m/0f780h7,,,,
mangoes,7.0,Mangoes,Thing,kg:/g/1s05q22vw,,Song by Caroline Lavelle,,
mangoes,7.0,Mangoes,Thing MusicRecording,kg:/m/0ytqpxt,,,,
mangoes,7.0,Mangoes,Movie Thing,kg:/g/11h5rf13x2,,,,
mangoes,7.0,Mangoes,Thing,kg:/g/11c5g9j820,,,,
mangoes,7.0,Mangoes,Thing MusicRecording,kg:/m/0w0xs_,,Song by Sonny Rollins,,
mushrooms,1394.578002929688,Basidiomycetes,Thing,kg:/m/0d25x,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSt06a1EmCEAKty7v06GhOBTgiYHEu2TusxjDEc2WU6TurUSpCZ,Fungus,https://en.wikipedia.org/wiki/Basidiomycota,"Basidiomycota is one of two large divisions that, together with the Ascomycota, constitute the subkingdom Dikarya within the kingdom Fungi.
"
mushrooms,892.1447143554688,Fungus,Thing,kg:/m/03154,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTcvGF2y76nT8Zo7i6hLM3YRyGvQ0iWaskO5dzYMQSFcW_2jMsJ,Food,https://en.wikipedia.org/wiki/Fungus,"A fungus is any member of the group of eukaryotic organisms that includes microorganisms such as yeasts and molds, as well as the more familiar mushrooms. "
mushrooms,571.7084350585938,Magic mushrooms,Thing,kg:/m/0gbt2,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTc1hh4yrdNFVKIlNYNVgwtoOJH7F1PJMNMrI-PB4KhOMd0_Yyn,Fungus,https://en.wikipedia.org/wiki/Psilocybe_cubensis,"Psilocybe cubensis is a species of psychedelic mushroom whose principal active compounds are psilocybin and psilocin. Commonly called shrooms, magic mushrooms, golden tops, cubes, or gold caps, it belongs to the Hymenogastraceae family of fungi and was previously known as Stropharia cubensis. "
mushrooms,563.2068481445312,Chatrak,Movie Thing,kg:/m/0gvn7ky,,2011 film,https://en.wikipedia.org/wiki/Chatrak,"Chatrak is a 2011 Indian Bengali erotic drama film directed by Sri Lankan director Vimukthi Jayasundara. It was screened at several film festivals worldwide, including the Directors' Fortnight in the 2011 Cannes Film Festival."
mushrooms,560.8653564453125,Agaricus bisporus,Thing,kg:/m/01sbwk,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSvbzSL_P2lRpHEVn-9ytljfivCZEGAvsjTJdoSYZutfcVOi7G_,Fungus,https://en.wikipedia.org/wiki/Agaricus_bisporus,Agaricus bisporus is an edible basidiomycete mushroom native to grasslands in Europe and North America. It has two color states while immature—white and brown—both of which have various names. 
